Age,Income,Browsing_Hours,Gender,Device,Most_Searched_Item,Purchase
52,98222,8.29615771046913,Male,Mobile,Books,1
31,66600,7.910578770572598,Female,Desktop,Clothing,1
34,42903,5.377205698517719,Male,Desktop,Electronics,0
53,52980,2.8728056221634954,Female,Desktop,Clothing,1
67,81214,4.918342297688178,Male,Tablet,Electronics,1
57,83517,5.855171084472821,Female,Mobile,Clothing,1
21,44603,9.998778663604272,Female,Mobile,Books,1
19,57796,6.6196918566090845,Female,Tablet,Health & Beauty,1
23,54848,7.095516835594828,Female,Mobile,Books,0
59,93543,5.168814363896494,Male,Desktop,Home Decor,1
21,45902,3.8676507324340337,Male,Desktop,Electronics,0
46,45160,8.223053344648457,Male,Mobile,Home Decor,1
35,52064,5.201857081222744,Male,Desktop,Books,1
43,78901,9.949556234662989,Female,Mobile,Health & Beauty,1
61,80227,4.8426454555464185,Female,Desktop,Clothing,1
51,78546,1.146002694651985,Male,Mobile,Books,0
27,42218,6.984492302355786,Male,Desktop,Electronics,1
53,57552,0.9430937837952051,Male,Desktop,Electronics,0
31,49149,2.8797651704046814,Male,Mobile,Electronics,0
48,72635,3.8605134014090816,Male,Desktop,Home Decor,1
65,75164,7.525094063402613,Female,Tablet,Books,1
32,48464,5.195241300872322,Female,Desktop,Home Decor,1
25,30908,0.7721363474474379,Male,Tablet,Home Decor,0
31,67788,6.360073587121261,Male,Mobile,Books,1
40,55583,4.408644255553293,Female,Mobile,Health & Beauty,1
57,98791,9.257427844687518,Male,Mobile,Home Decor,1
38,80931,5.245841955832237,Male,Tablet,Home Decor,1
33,51784,7.23526388642372,Female,Mobile,Health & Beauty,1
62,66873,2.579250677130695,Female,Mobile,Health & Beauty,0
35,23711,7.729248863050706,Female,Mobile,Home Decor,0
64,61919,7.349075449594888,Male,Mobile,Books,1
41,40392,9.088776231142427,Male,Tablet,Books,1
43,83677,0.8213055963323925,Female,Mobile,Home Decor,1
42,63737,4.751256627365786,Male,Tablet,Home Decor,1
62,87844,6.951976326026487,Male,Mobile,Books,1
58,44693,1.4040570507620427,Male,Desktop,Books,0
46,48030,4.400738637914667,Male,Mobile,Books,0
32,65306,9.450392729128856,Male,Mobile,Electronics,1
62,86301,4.641377663465718,Female,Mobile,Books,1
18,35791,9.861345443065998,Male,Mobile,Toys,1
42,70472,1.0399710802582864,Female,Mobile,Clothing,1
24,68536,7.319382873338467,Female,Mobile,Clothing,1
26,42684,6.01965424435856,Male,Mobile,Books,0
41,62040,5.255126932755192,Female,Mobile,Home Decor,0
18,40888,9.723050314107589,Female,Desktop,Books,1
61,116881,1.731678804665722,Male,Mobile,Electronics,1
25,20000,9.011990040968676,Female,Desktop,Clothing,1
41,71248,7.066783905797798,Male,Tablet,Books,1
28,46277,2.960462696346511,Male,Mobile,Books,0
68,96501,9.065856883506788,Female,Mobile,Books,1
34,44139,4.578301719679626,Male,Mobile,Electronics,1
25,44265,8.235159616694173,Female,Mobile,Clothing,1
52,82671,4.1939469119503,Female,Desktop,Health & Beauty,1
52,118693,8.583842860615789,Male,Mobile,Home Decor,1
50,82120,6.547976625227962,Male,Mobile,Home Decor,1
22,29279,1.839943019045408,Male,Mobile,Sports Equipment,0
59,72643,6.671800052960512,Male,Desktop,Home Decor,1
56,69198,2.31777524566779,Male,Desktop,Books,0
58,51065,4.4132649649945455,Male,Tablet,Books,1
45,60048,2.1178080503943204,Male,Tablet,Books,0
24,54992,0.7091530988376266,Male,Mobile,Sports Equipment,0
26,26886,2.512922124774596,Male,Mobile,Books,0
25,60727,5.595534225379194,Male,Mobile,Home Decor,0
29,56316,5.074829193884788,Female,Mobile,Health & Beauty,1
51,59986,5.264222407592605,Female,Mobile,Health & Beauty,1
50,67877,2.8530253452427123,Male,Mobile,Books,0
65,108974,7.009031405834769,Male,Mobile,Home Decor,1
40,71003,7.190501224793285,Male,Mobile,Electronics,1
41,61131,3.9006943428168226,Male,Desktop,Home Decor,1
54,70434,8.871115840504656,Male,Tablet,Electronics,1
52,73149,6.618220558037705,Female,Mobile,Books,1
61,73323,7.273873114957001,Male,Mobile,Electronics,1
57,45428,3.1347292204199246,Male,Mobile,Electronics,0
39,89632,0.505810533978077,Female,Desktop,Home Decor,0
44,66329,8.72106831497004,Male,Tablet,Electronics,1
52,77972,8.31303165350818,Male,Mobile,Electronics,1
18,37131,1.670322936406887,Female,Mobile,Clothing,0
52,60973,4.0539987820849115,Male,Mobile,Electronics,1
54,71211,6.782723429691535,Male,Mobile,Electronics,1
64,60009,6.695053143577918,Female,Desktop,Clothing,1
31,85156,8.673328180681287,Male,Mobile,Books,1
20,21482,1.8325475355365712,Female,Tablet,Health & Beauty,0
18,22520,4.584427603958629,Male,Mobile,Toys,0
22,35396,1.4236319703010354,Female,Desktop,Clothing,0
43,82321,4.201154860166968,Female,Mobile,Clothing,1
31,51217,0.6435207330831916,Male,Mobile,Home Decor,0
56,57457,9.033594118546207,Female,Desktop,Clothing,1
44,82815,5.50691796987247,Female,Tablet,Home Decor,1
26,56965,8.57312147762236,Male,Desktop,Electronics,1
32,60076,1.0690946595319557,Female,Desktop,Health & Beauty,0
32,62736,2.660852049492746,Female,Desktop,Clothing,1
43,98915,2.9641099546012155,Male,Mobile,Home Decor,1
59,111776,4.173569199068487,Female,Desktop,Books,1
30,39699,8.127230537776688,Male,Desktop,Electronics,1
68,112358,4.17229980044918,Female,Mobile,Clothing,1
49,74747,2.4442085316401063,Female,Mobile,Clothing,1
56,83486,1.1174074732183001,Female,Desktop,Health & Beauty,0
66,60615,1.255171609350531,Female,Desktop,Health & Beauty,1
69,86444,7.720448456629286,Male,Mobile,Electronics,1
49,56807,4.725628414848013,Female,Desktop,Health & Beauty,1
21,53420,7.398720659000145,Male,Desktop,Sports Equipment,1
47,83066,6.981727656755127,Male,Mobile,Electronics,1
54,42882,1.785943386722449,Female,Desktop,Clothing,1
40,59669,1.8574353748265384,Male,Mobile,Home Decor,0
56,92827,7.675749146624272,Female,Mobile,Health & Beauty,1
62,79199,7.352048788111463,Male,Mobile,Electronics,1
32,62935,4.091292285305949,Female,Tablet,Health & Beauty,1
60,85267,1.2355115016619806,Male,Mobile,Electronics,0
46,71124,0.6149312061352958,Male,Desktop,Books,0
53,68930,3.2374910198865763,Female,Mobile,Clothing,1
30,31751,0.5876115990786559,Female,Desktop,Clothing,0
49,52177,2.6856899004851824,Male,Desktop,Home Decor,0
24,54640,4.485257032007716,Male,Desktop,Electronics,1
68,88291,1.653449770463565,Male,Desktop,Books,1
39,56922,1.4906386993996894,Male,Desktop,Home Decor,1
45,58641,9.016155639327998,Male,Mobile,Electronics,1
19,34422,6.061965275717448,Male,Mobile,Sports Equipment,1
59,94703,9.377329024246423,Female,Mobile,Clothing,1
62,76971,3.7853485559639526,Female,Desktop,Books,1
23,22884,6.93287690462705,Female,Mobile,Health & Beauty,1
45,76154,2.444570908907009,Male,Mobile,Books,1
45,61926,6.374233014159442,Male,Desktop,Books,1
61,81470,1.7310644350948519,Female,Desktop,Health & Beauty,1
61,105113,0.5197660721747147,Female,Desktop,Health & Beauty,1
37,56691,9.349552113391,Female,Mobile,Clothing,1
47,71337,5.771496573664488,Female,Mobile,Clothing,1
28,30316,9.305936296429374,Female,Mobile,Health & Beauty,1
45,61704,3.671399475169684,Female,Mobile,Health & Beauty,0
42,71142,3.6139676570366897,Female,Mobile,Clothing,0
56,52669,4.3062225168438015,Female,Mobile,Clothing,1
50,73012,7.207389347602598,Male,Mobile,Electronics,1
18,39511,5.875182024768655,Female,Mobile,Health & Beauty,0
44,64619,9.29087161744162,Female,Mobile,Home Decor,1
69,104557,0.7416885607581738,Female,Mobile,Clothing,1
30,55016,7.227861410739096,Male,Desktop,Electronics,1
58,100171,3.638113048982266,Female,Desktop,Books,1
20,25096,2.212219692275381,Male,Desktop,Toys,0
56,78038,5.34875841394094,Male,Mobile,Home Decor,1
23,44267,5.298105949709962,Male,Tablet,Sports Equipment,1
25,28961,1.80160477254007,Male,Tablet,Electronics,0
44,78344,2.418012533262454,Male,Mobile,Books,1
26,80870,4.377564316564771,Female,Mobile,Health & Beauty,1
54,73744,4.383708417726996,Female,Mobile,Health & Beauty,1
50,77575,3.5168023263870047,Male,Desktop,Books,1
68,89267,1.9111789393448189,Male,Mobile,Books,0
59,68296,0.5415499514593054,Male,Tablet,Electronics,1
61,53688,9.717233093066195,Male,Mobile,Home Decor,1
41,50413,9.463242682187307,Male,Tablet,Books,1
32,31120,5.094678602173285,Female,Desktop,Health & Beauty,1
49,94561,9.952991656112554,Male,Tablet,Books,1
49,67273,6.899716142431311,Male,Mobile,Books,1
41,55811,1.1541466072716446,Male,Mobile,Electronics,0
58,91337,1.61832289128496,Female,Desktop,Clothing,1
69,72173,9.203053016761558,Female,Desktop,Health & Beauty,1
66,74497,6.48549592042147,Female,Mobile,Health & Beauty,1
66,87021,8.510244453244836,Male,Desktop,Home Decor,1
69,104431,9.03356167152152,Male,Mobile,Home Decor,1
29,56525,4.755449107182668,Female,Mobile,Clothing,0
56,79724,0.9609965399785838,Female,Mobile,Books,1
19,40171,2.2886633145245594,Female,Tablet,Books,1
20,46003,1.1324334993731333,Male,Mobile,Sports Equipment,0
66,89024,2.2930285341358196,Male,Desktop,Books,1
54,58550,4.400062801330829,Female,Mobile,Clothing,0
66,86691,1.6228696998923615,Female,Desktop,Clothing,0
34,37894,2.083965854150761,Male,Tablet,Home Decor,1
66,87216,4.735306929680952,Female,Mobile,Health & Beauty,1
19,31790,3.731624028690651,Male,Mobile,Electronics,0
19,77090,4.942752179786389,Female,Desktop,Health & Beauty,1
45,64401,4.5771342637110894,Male,Tablet,Home Decor,1
40,38936,6.622541246808893,Male,Mobile,Home Decor,1
54,71987,9.403300714320618,Female,Mobile,Health & Beauty,1
49,76790,1.5247112152203035,Male,Mobile,Home Decor,1
50,95100,1.4429714184373517,Male,Mobile,Home Decor,1
18,29158,8.601658055363568,Female,Mobile,Health & Beauty,0
36,32263,5.310768694198361,Male,Tablet,Electronics,1
19,51252,7.780847723900201,Female,Mobile,Books,1
61,60291,2.5465080842691736,Male,Mobile,Books,1
43,56457,8.374194445091742,Female,Desktop,Clothing,1
49,65135,9.276542929830612,Male,Mobile,Electronics,1
23,41955,6.537088647691638,Male,Desktop,Electronics,1
49,79337,1.5058507040011213,Female,Desktop,Clothing,1
21,30745,9.00530073448522,Female,Mobile,Books,1
28,43894,8.028633410015678,Male,Mobile,Books,1
34,53785,7.633338876887653,Female,Mobile,Health & Beauty,1
55,77243,0.8489177946061979,Female,Mobile,Health & Beauty,1
41,62467,8.090143989941225,Male,Mobile,Books,1
22,48540,1.8105345994493915,Female,Tablet,Health & Beauty,1
69,101657,2.6126686738704397,Male,Mobile,Electronics,0
51,76889,5.982780931257946,Female,Desktop,Clothing,1
23,49803,3.0173173427103888,Male,Mobile,Electronics,0
39,35266,6.782807959963237,Female,Tablet,Home Decor,1
28,48753,6.276669253141275,Male,Desktop,Books,1
65,92192,1.527421181125995,Male,Desktop,Home Decor,1
33,63934,6.73213850611931,Female,Mobile,Health & Beauty,1
50,59614,9.277571643336834,Female,Mobile,Health & Beauty,1
26,36114,2.0305440992654145,Male,Mobile,Home Decor,0
23,34388,6.172089198957431,Female,Desktop,Health & Beauty,1
33,61046,3.747721033398594,Male,Desktop,Electronics,1
46,81508,4.8663108818492375,Male,Mobile,Books,1
20,33888,3.226501701250214,Female,Tablet,Clothing,1
37,70619,3.864241045303105,Female,Tablet,Clothing,1
53,74852,0.7746623210322942,Female,Mobile,Books,0
36,54135,9.824741510213595,Male,Mobile,Electronics,1
43,59829,6.4355992596911085,Female,Desktop,Home Decor,1
20,51199,5.256703109691911,Female,Mobile,Books,1
36,60883,4.145295820253104,Female,Desktop,Health & Beauty,0
37,91137,5.624058308828262,Male,Desktop,Electronics,1
49,56216,4.111006987800138,Female,Mobile,Health & Beauty,0
24,51771,3.9191253111898963,Female,Desktop,Health & Beauty,1
69,81061,4.907492146359124,Male,Mobile,Home Decor,0
58,64960,3.121838819876313,Female,Tablet,Clothing,1
50,69836,2.2104740496844615,Male,Mobile,Home Decor,1
57,79060,5.787756032712788,Female,Mobile,Health & Beauty,0
56,119772,8.50627164342786,Male,Desktop,Electronics,1
35,52237,1.951867688395977,Male,Mobile,Books,1
57,60047,0.8109762357400772,Male,Desktop,Books,0
18,42095,2.8447115789633433,Female,Mobile,Health & Beauty,0
28,20000,9.807346112811203,Female,Mobile,Clothing,1
45,63620,8.373201700561722,Male,Desktop,Home Decor,1
42,62240,6.160727508521667,Female,Mobile,Health & Beauty,1
67,98919,9.327864694809792,Female,Tablet,Health & Beauty,1
40,74604,4.730151609953824,Female,Mobile,Health & Beauty,1
48,60446,9.841165724464153,Male,Mobile,Electronics,1
47,64740,3.3148694286331986,Female,Mobile,Health & Beauty,1
59,67508,2.782904620401421,Male,Desktop,Electronics,0
52,55079,6.561457910896604,Male,Mobile,Home Decor,1
24,48648,4.092462695528424,Female,Mobile,Clothing,0
33,33896,6.45047264877445,Female,Tablet,Home Decor,1
43,56780,3.397457423875515,Male,Mobile,Home Decor,1
65,70072,6.370223439960915,Female,Mobile,Books,1
69,97245,3.1195894755578455,Female,Mobile,Health & Beauty,1
66,113021,0.9842346537794544,Male,Mobile,Home Decor,1
19,20000,9.165291068270243,Female,Mobile,Clothing,1
18,20000,8.89044941779789,Male,Mobile,Sports Equipment,1
65,83126,9.722582418090383,Male,Mobile,Books,1
29,49235,7.307008174103345,Female,Mobile,Home Decor,1
22,45279,6.985851188485378,Male,Mobile,Toys,1
54,67305,5.810529165710892,Female,Desktop,Books,1
49,65990,1.6964529553489656,Female,Desktop,Clothing,1
26,51512,2.2977354540180652,Female,Mobile,Health & Beauty,0
58,93606,3.249962042389094,Male,Tablet,Home Decor,1
52,42674,8.956485444447246,Male,Desktop,Home Decor,1
36,50465,2.143210483729214,Male,Tablet,Books,1
65,88207,9.267295157634962,Female,Mobile,Health & Beauty,1
33,39230,5.466464463988463,Female,Desktop,Home Decor,0
20,65967,7.297911536994186,Male,Mobile,Toys,1
37,47468,1.5473226234653819,Female,Desktop,Clothing,1
41,60380,3.0558187133711536,Female,Mobile,Home Decor,0
50,78340,9.60592677772355,Male,Mobile,Books,1
41,52130,3.028424495832448,Male,Mobile,Books,1
69,61301,3.316956343715888,Male,Mobile,Home Decor,1
28,41570,2.3771751559902548,Female,Mobile,Clothing,0
66,101441,1.7261998204148803,Female,Mobile,Books,1
25,39946,2.715947593812981,Female,Mobile,Clothing,1
53,60303,6.602105473532585,Male,Tablet,Books,1
55,88885,4.825993468283853,Male,Desktop,Home Decor,1
57,72038,5.760680445210037,Male,Mobile,Home Decor,1
37,49347,1.6624658732772306,Male,Mobile,Home Decor,0
52,74241,8.120106248047552,Female,Mobile,Clothing,1
65,96561,7.948899655508556,Male,Mobile,Home Decor,1
42,97725,0.7051041558554162,Female,Mobile,Clothing,0
52,84408,4.143393397847897,Male,Mobile,Home Decor,1
42,79397,1.1533207187259042,Female,Desktop,Health & Beauty,1
46,58410,8.025004904442103,Male,Mobile,Electronics,1
35,39611,7.504061989694192,Female,Mobile,Home Decor,1
63,83934,9.068886895784983,Female,Mobile,Health & Beauty,1
35,56607,2.745837610054589,Male,Mobile,Books,1
19,22822,4.834810889714089,Female,Desktop,Clothing,0
52,69370,2.2526348330617783,Male,Mobile,Electronics,1
33,58989,4.026731877504135,Female,Mobile,Health & Beauty,1
58,83405,5.461310889885398,Male,Desktop,Books,1
53,80564,1.0066425034665951,Male,Mobile,Books,1
50,74364,7.29126890143516,Male,Mobile,Electronics,1
21,33394,5.661286923525215,Female,Mobile,Clothing,1
50,62291,8.375110663501395,Female,Mobile,Books,1
31,33015,3.0819147613163738,Male,Mobile,Home Decor,0
38,84771,9.081550500057917,Female,Desktop,Health & Beauty,1
65,85201,9.987595403789213,Male,Mobile,Home Decor,1
37,53627,9.233335164587908,Female,Mobile,Health & Beauty,1
25,31068,7.889978520414965,Male,Tablet,Electronics,1
24,88034,8.217503627300918,Male,Mobile,Electronics,1
20,23900,5.950570304173572,Male,Tablet,Sports Equipment,1
34,47567,2.3064616976698,Male,Mobile,Electronics,1
50,76237,6.931886508903315,Male,Desktop,Home Decor,1
65,94003,7.271153519569349,Female,Desktop,Clothing,1
29,63368,9.861158832545105,Female,Desktop,Home Decor,1
68,115114,5.642362504435058,Female,Mobile,Books,1
39,66592,3.078005642738036,Female,Mobile,Clothing,0
39,43159,6.9948889565253145,Male,Mobile,Electronics,1
63,79145,9.804070286831319,Male,Tablet,Books,1
47,71617,2.183532128556393,Male,Mobile,Home Decor,0
55,106023,3.5969802260882253,Female,Tablet,Health & Beauty,1
55,54032,5.6478690608404705,Male,Mobile,Electronics,1
62,100038,2.117039031379046,Female,Mobile,Books,1
68,90698,0.7110960754394144,Female,Mobile,Books,0
25,57567,3.701339663191881,Female,Mobile,Home Decor,1
44,62470,8.721022614260052,Male,Desktop,Books,1
44,51363,0.9129497935752908,Female,Mobile,Health & Beauty,0
51,82263,4.574826060660716,Female,Tablet,Health & Beauty,1
38,67816,7.740907342797783,Female,Mobile,Clothing,1
47,81580,9.55523467065341,Female,Desktop,Books,1
50,69800,9.862016290542106,Female,Desktop,Health & Beauty,1
45,56002,4.508709115783046,Male,Mobile,Books,1
64,60618,9.528650796601617,Female,Mobile,Health & Beauty,1
50,82290,0.8364802461682055,Female,Mobile,Health & Beauty,1
22,48358,7.586210910986285,Female,Mobile,Health & Beauty,1
65,70513,6.6060873290193225,Male,Tablet,Electronics,1
36,47921,2.870457647068447,Female,Tablet,Health & Beauty,1
21,33998,5.319525756456665,Male,Desktop,Toys,0
52,49755,1.7307605087247082,Female,Desktop,Health & Beauty,0
66,73734,8.780172934039829,Male,Mobile,Electronics,1
34,36992,3.9000318126836557,Male,Mobile,Electronics,0
61,74812,6.447422469424307,Male,Desktop,Home Decor,1
45,53919,2.0083747197289914,Female,Mobile,Health & Beauty,0
47,42594,2.4585660239964673,Female,Desktop,Books,0
46,96338,9.923585522629944,Female,Desktop,Health & Beauty,1
63,101788,7.654320747192628,Female,Mobile,Clothing,1
23,31314,9.638732762853673,Male,Mobile,Electronics,1
52,76086,3.3105860695144194,Female,Desktop,Clothing,1
58,84261,2.0633473278882937,Female,Mobile,Health & Beauty,1
54,91866,5.279150403048894,Male,Desktop,Books,1
41,48720,5.199348681159762,Male,Mobile,Electronics,1
46,82381,2.1619918807008847,Male,Mobile,Home Decor,0
66,77781,7.465585911023397,Male,Mobile,Electronics,1
63,62962,3.9368865771679737,Female,Desktop,Health & Beauty,0
48,78862,2.270469693839914,Female,Mobile,Clothing,0
52,91361,3.65384224816124,Male,Mobile,Books,1
50,108818,5.854757646532644,Male,Mobile,Electronics,1
69,71004,7.401473855714211,Female,Mobile,Health & Beauty,1
38,68483,5.077963417546103,Male,Mobile,Electronics,1
49,62852,5.493152403369548,Male,Mobile,Home Decor,1
40,71750,1.8199863914561099,Male,Mobile,Books,1
50,47942,9.189563784728206,Female,Mobile,Books,1
20,21058,9.322879880924422,Female,Mobile,Clothing,1
35,43361,6.992552608971035,Female,Mobile,Home Decor,1
42,63184,0.6674983848732348,Male,Mobile,Home Decor,0
59,69383,5.602205051081597,Female,Mobile,Books,0
48,77885,6.477580234841828,Male,Mobile,Home Decor,1
20,55403,9.949215118102044,Female,Tablet,Books,1
57,85993,9.96263607435057,Male,Mobile,Home Decor,1
63,107281,8.647306735592796,Male,Desktop,Books,1
41,67237,1.1063944242480785,Female,Mobile,Clothing,1
67,68746,9.556125712397934,Female,Desktop,Books,1
49,89450,6.320281847943991,Male,Tablet,Home Decor,1
64,74922,8.108424319552205,Male,Mobile,Home Decor,1
39,72656,4.368332072015608,Male,Desktop,Electronics,1
40,83606,3.5368599767286026,Male,Mobile,Home Decor,1
19,45850,4.900819382096176,Male,Mobile,Toys,0
44,41557,1.8953078732038557,Female,Mobile,Home Decor,0
59,65226,3.8921283181564075,Male,Mobile,Electronics,1
19,58841,8.647366247798647,Female,Mobile,Health & Beauty,1
43,60463,0.8605296194783741,Female,Mobile,Clothing,0
34,55193,1.9333414448337427,Female,Mobile,Clothing,0
57,88382,1.6886035166701125,Female,Desktop,Books,1
50,80444,4.329217655652167,Male,Mobile,Electronics,1
26,50181,9.971375558463187,Female,Mobile,Clothing,1
60,76869,2.1469003370081357,Female,Mobile,Health & Beauty,1
65,80309,1.8820851711929716,Female,Mobile,Health & Beauty,0
56,88868,9.193029432873468,Male,Mobile,Home Decor,1
46,74303,8.879479911176674,Female,Mobile,Books,1
59,75140,0.8062835149672671,Female,Mobile,Books,0
43,79231,7.641206621703493,Female,Mobile,Health & Beauty,1
52,70064,6.726924164026081,Male,Desktop,Home Decor,1
67,74225,7.793537693600736,Male,Mobile,Electronics,1
42,50615,5.19777332056126,Male,Mobile,Home Decor,0
41,46318,9.918102575258809,Female,Mobile,Health & Beauty,1
30,45913,0.9165466777541503,Male,Tablet,Books,1
24,62505,2.7265300708361546,Male,Desktop,Sports Equipment,1
53,60923,4.267186876249344,Male,Mobile,Electronics,1
62,84827,4.7728904448741805,Female,Mobile,Health & Beauty,1
37,47149,9.252990325645428,Male,Mobile,Electronics,1
18,34095,5.820041458733959,Female,Mobile,Health & Beauty,0
25,22349,0.9285544574437419,Female,Desktop,Clothing,0
63,79691,4.374698152543788,Female,Mobile,Books,0
33,50094,4.456658917506164,Female,Mobile,Health & Beauty,0
31,59104,9.672163915158956,Male,Mobile,Electronics,1
29,52349,6.192372364700528,Male,Desktop,Books,1
68,70024,6.538685176009919,Female,Mobile,Books,1
40,76262,7.275903796887073,Female,Desktop,Home Decor,1
32,55154,7.815373498980171,Female,Mobile,Health & Beauty,1
45,67975,6.532985166923647,Female,Desktop,Home Decor,1
51,70862,2.7533463357723873,Male,Mobile,Books,1
19,31233,8.80343618624106,Male,Mobile,Sports Equipment,1
49,72267,7.455138103900987,Female,Desktop,Health & Beauty,1
40,67133,7.54776960842108,Male,Desktop,Home Decor,1
39,32796,9.967289022730117,Male,Mobile,Electronics,1
68,79918,8.124002081201501,Male,Desktop,Home Decor,1
42,58175,8.376938329973957,Male,Desktop,Home Decor,1
39,62842,9.538352399246506,Female,Mobile,Health & Beauty,1
39,76899,1.9357729985644916,Male,Desktop,Books,1
66,74423,5.228410076541644,Female,Mobile,Health & Beauty,1
69,81530,6.015386724112482,Male,Desktop,Electronics,1
59,71311,3.6281194276133473,Male,Mobile,Electronics,0
23,30977,8.474331766997803,Female,Mobile,Clothing,1
32,46792,7.7429864056343725,Male,Desktop,Books,1
60,91562,7.348389207827179,Female,Mobile,Health & Beauty,1
54,58192,9.972919677702585,Male,Mobile,Books,1
50,76417,2.9641230473797098,Female,Desktop,Health & Beauty,1
25,20000,7.486843890916503,Male,Desktop,Electronics,1
61,72579,5.738342511606056,Female,Mobile,Books,1
61,76057,3.4733972336918226,Male,Mobile,Home Decor,1
22,67122,2.0255752718696955,Female,Desktop,Clothing,0
56,71877,9.010896452141697,Male,Mobile,Electronics,1
21,20000,6.15682708572453,Female,Mobile,Clothing,0
23,20000,8.336871457587549,Female,Mobile,Clothing,0
62,82510,5.680777348014676,Male,Mobile,Electronics,1
49,78206,2.5897822662131857,Female,Mobile,Health & Beauty,1
69,94631,3.70671372445309,Female,Desktop,Books,1
47,69513,4.124619003498692,Male,Desktop,Books,1
64,101433,9.742880718785171,Male,Mobile,Home Decor,1
52,63906,0.5535161446231338,Male,Mobile,Electronics,1
57,90423,9.863827218732817,Female,Mobile,Clothing,1
69,64519,9.81438553354339,Female,Mobile,Clothing,1
33,39425,9.963432510036297,Male,Mobile,Home Decor,1
30,22894,5.02758769973653,Female,Desktop,Clothing,0
67,82877,9.656185211399496,Male,Mobile,Electronics,1
59,78306,4.25819222757336,Female,Desktop,Clothing,1
47,68711,0.7497971863496737,Male,Desktop,Electronics,0
36,56928,2.6312982705317634,Female,Mobile,Clothing,0
34,40086,9.480314326905154,Male,Mobile,Electronics,1
36,53146,0.6307645866862999,Male,Desktop,Home Decor,0
45,42538,5.686944286518263,Male,Desktop,Home Decor,0
43,83448,1.218215094499451,Female,Tablet,Clothing,0
